date,brand,predict_result
21,8,118.60894893484408
21,7,278.0117462736132
21,3,378.27793483957703
21,4,624.3600955098615
21,2,399.6205637537403
21,1,541.4618570445439
21,6,235.12991087534814
22,8,131.93182844387218
22,10,820.3550716102288
22,9,792.476692959184
22,7,314.28466813120957
22,3,380.6597596992543
22,4,673.4052600406242
22,6,262.7263656163278
22,2,431.7916036747233
22,1,532.8359286910157
23,10,776.6011201531747
23,9,734.58405993855
23,8,96.28307473753819
23,7,270.6914697478673
23,6,233.79022684222917
23,4,571.8172596722327
23,3,334.53980154956923
23,2,396.96425789138584
23,1,485.87625626431475
24,10,684.2117901802558
24,8,43.34400499980342
24,7,213.8169993215616
24,6,183.240387331177
24,9,599.916054734168
24,3,268.4611180029285
24,2,326.85526007159683
24,4,447.06114766930193
24,1,425.9133121507206
25,9,711.261587036524
25,7,248.42528385545086
25,6,218.5028439114808
25,10,749.4077213867959
25,3,306.6014140933508
25,2,356.864119681316
25,1,459.1993882016272
25,4,499.0521578322052
26,1,54.912362842996444
26,4,49.34455216312317
26,6,30.89754968682732
26,7,23.236166395748754
26,9,109.31034644844513
26,10,65.11046953723508
27,1,23.28711302506929
28,8,127.6375391451553
28,10,822.8245069625957
28,9,774.4095424404668
28,7,235.6227733993011
28,1,547.283137416905
28,4,623.0397457985212
28,2,372.94021426788197
28,6,218.66458612813506
28,3,346.2094386036576
29,1,546.7566216579739
29,2,405.51512185388253
29,3,348.3719768776234
29,4,679.0533161610606
29,7,271.75783191150987
29,8,140.79880929106957
29,9,820.4608934297883
29,10,790.9638406397135
29,6,245.789318505144
30,10,747.9709123658416
30,7,228.70414662525633
30,9,763.3601680735931
30,8,104.84796592914205
30,4,584.3138486613459
30,3,302.3770286212505
30,2,371.4629118688885
30,1,507.78266486837776
30,6,216.56657293831313
31,1,455.4428766019169
31,2,302.42785420511274
31,3,236.7137793390752
31,4,466.041185100597
31,6,165.87717619144118
31,7,172.9876166408854
31,9,628.2678592650564
31,10,656.3507992626744
32,7,209.30244847843747
32,9,737.9329042722325
32,10,722.2115833306474
32,6,201.10812997220077
32,8,77.05853841430786
32,3,275.50088597993494
32,2,333.73072692664425
32,1,495.7515594553388
32,4,523.9177483090222
33,10,68.52051473148902
33,9,116.42553635163017
33,8,23.34756875060259
33,7,33.88485615720547
33,4,45.70834734501828
33,2,64.00899936241944
33,1,61.94159450751485
33,6,34.339345322498815
34,6,10.0
34,9,27.14580414572113
35,8,132.29342222426203
35,10,795.986221504429
35,9,788.5693508462929
35,7,204.09399597316212
35,4,659.9591091670525
35,3,317.80760707960934
35,2,354.1759717213797
35,1,599.2072744726597
35,6,201.44520884738915
36,6,228.60385490726378
36,1,601.3405883443772
36,2,388.0931335409355
36,3,320.9124315158419
36,4,717.5917914844526
36,7,243.28895975763857
36,8,144.16283177870014
36,9,828.1351063784111
36,10,763.4199727863813
37,8,106.7514146134638
37,7,203.40753985880383
37,10,719.2061937786084
37,6,199.35480253755532
37,9,763.549876753742
37,3,275.7825676166265
37,1,563.5923229792758
37,4,623.0913223798217
37,2,355.19673157450137
38,10,625.8140365324768
38,9,620.1069839645527
38,7,150.88700887145217
38,6,148.55736353053362
38,8,51.73667599270874
38,3,210.85558369520237
38,2,287.0633910238165
38,1,510.97770994181184
38,4,503.62619947705736
39,10,689.3344366266678
39,1,549.4837492497674
39,2,318.95568241554247
39,3,250.20569236720934
39,4,558.867751955311
39,6,183.58268553384772
39,7,190.3376357837921
39,9,720.7087576587312
40,10,20.082045591613525
40,9,10.999733755713756
41,7,40.66803014041777
42,1,784.0547370541744
42,2,484.19431483789526
42,3,348.899454544802
42,4,861.0303628236265
42,6,205.46847309660265
42,7,162.6747542084292
42,9,771.5630429247684
42,10,979.5764407194611
43,10,557.6688520547939
43,9,568.6413329351294
43,6,141.69647112105375
43,1,560.569410027509
43,3,186.04106412967928
43,2,301.9585247307743
43,4,503.57739610753913
44,8,146.5234816897052
44,10,670.9691975453696
44,9,684.7920527979858
44,7,214.9639009830107
44,4,666.3646412801069
44,6,183.39454351476888
44,3,232.29692407331527
44,2,394.5110416166519
44,1,664.3800882185756
45,10,632.5359639331512
45,9,658.7401823633487
45,8,108.91799568583696
45,7,231.53111592339224
45,6,184.20436845382557
45,4,672.0156271768936
45,3,261.9569776240331
45,2,338.9683657298533
45,1,594.2819703754395
46,10,579.0816604680413
46,8,67.37859109846426
46,7,192.88412247423574
46,6,153.61798067219922
46,9,580.2296200067145
46,3,214.71992273727466
46,2,301.61219433082607
46,1,537.7809994072858
46,4,559.9783846622424
47,10,476.6661313090149
47,8,8.399085880097175
47,7,140.98825502958584
47,6,101.54931145941327
47,9,424.4826609750488
47,3,147.54926460469727
47,2,228.689204144298
47,1,466.1614011416587
47,4,423.1347843783028
48,1,485.81395282645985
48,2,255.5847411751672
48,3,184.60834528308925
48,4,461.5645425297634
48,6,135.41960023303326
48,7,180.49446345206314
48,9,514.5969786587343
48,10,531.5819348447553
49,9,98.02069945051667
49,10,42.001595764453796
49,7,45.180975926500395
49,6,15.578917677032905
50,9,10.0
51,1,523.2511562987097
51,2,260.6613944264399
51,3,221.08657063562384
51,4,538.3410247484387
51,6,132.21217455455937
51,7,180.9839639676407
51,9,516.2868416871621
51,10,573.6959280184115
52,10,531.6958596476131
52,9,543.620360196926
52,7,220.85681992443904
52,6,158.52702472654389
52,3,222.3225422108187
52,2,289.15246399580934
52,1,503.50299417347344
52,4,577.3930176284406
53,1,444.6701682492361
53,2,250.91711525584276
53,3,175.52703233191664
53,4,465.6188096567213
53,6,128.68456273732028
53,7,181.12425147420123
53,9,469.161531061765
53,10,478.97127826625365
54,7,128.295687686424
54,9,318.3223543159244
54,6,77.59069332273225
54,10,378.1966974726565
54,3,109.24401275385378
54,2,177.68654995783936
54,1,372.18404173792413
54,4,330.582207587644
55,8,10.0
55,4,372.31084728008625
55,10,435.65244715665835
55,9,414.0735683074254
55,7,167.06522973765595
55,2,204.87947996165514
55,3,147.65392895678895
55,6,112.6592316816978
55,1,392.4169860309676
56,1,57.84369647323199
56,9,75.83961858212123
57,10,490.3793095643448
57,9,435.65884464379644
57,7,166.840373349544
57,6,114.2301743073341
57,4,466.88899171035155
57,3,190.96189704107553
57,2,214.5927619749193
57,1,439.5927987429328
58,10,454.0286418289045
58,9,470.14112792414676
58,7,207.03780251266494
58,6,142.4551323129454
58,4,514.0076155891711
58,3,195.34038598819518
58,2,245.8397406633012
58,1,425.3790838276923
59,1,372.97325113142756
59,2,210.90896518087112
59,3,152.06161054361212
59,4,411.05293314427615
59,6,114.63240878089934
59,7,167.92075930212363
59,9,402.8557185064028
59,10,407.5291984915443
60,10,313.449434855836
60,8,10.0
60,7,115.99091408278662
60,6,65.63376879514544
60,9,259.08435562199315
60,3,89.61830010634452
60,1,307.62690350832906
60,4,285.37362639692685
60,2,141.4764870699404
61,9,361.67828070747123
61,10,377.9550803476882
61,8,10.0
61,6,102.83692155099021
61,7,155.92604340410918
61,3,132.13042384558793
61,2,172.89330742348483
61,1,335.5201792386909
61,4,336.77191941427725
62,1,49.28084072828006
62,4,67.3629620559779
62,6,16.735562182986286
62,9,63.03327934137306
62,10,42.818426624713595
63,9,10.0
63,10,16.09651909893399
63,6,10.0
63,4,29.9650899163462
63,7,10.0
64,9,401.45457618963997
64,7,160.52225641958748
64,6,110.67692622644157
64,10,454.74592568125354
64,3,188.6070034082818
64,2,197.00315633212216
64,1,406.80010333105264
64,4,459.9480363987709
65,10,425.64588868964574
65,1,400.33929952163635
65,2,233.3107058406826
65,3,197.40053214475455
65,4,515.7309992119389
65,6,140.82617819587412
65,7,202.64470086499483
65,9,440.97337761912354
66,8,10.0
66,4,420.6752927070792
66,10,386.14885055134664
66,9,378.1304517629668
66,7,165.5384579480267
66,2,203.40450388775992
66,3,158.41316144202193
66,6,114.78961033977603
66,1,355.240170811645
67,1,296.59435681586234
67,2,138.85952550039713
67,3,100.05668046813412
67,4,301.96193515673673
67,6,67.41034919409702
67,7,115.65712321882171
67,8,10.0
67,9,238.18593073835302
67,10,298.71606722366255
68,9,343.9866378686663
68,7,157.62956775246911
68,6,106.04156146230613
68,10,369.4164580621941
68,3,146.37351228773076
68,2,174.92856837512244
68,1,330.44298731871777
68,4,359.25202833099723
69,3,56.25596812777397
69,6,32.87080499152617
69,9,62.68243859434919
69,10,54.983731449052634
70,1,24.709121545045967
70,6,10.0
71,10,461.3063344453351
71,9,389.85225530313915
71,8,29.503472363895582
71,7,167.79784988534126
71,2,210.6948766766601
71,4,492.70717382114714
71,3,211.88637589342255
71,1,414.1021977513513
71,6,116.84510342146291
72,8,42.43983974099655
72,10,435.89588287671086
72,9,430.353299307615
72,7,211.45456450946546
72,6,147.5111608945316
72,4,549.2997262980823
72,3,222.71287354008024
72,2,249.87141742240578
72,1,409.7383046987709
73,1,365.6929861438095
73,2,222.2308154925247
73,3,185.20148981231603
73,4,453.7546551549452
73,6,121.75443329077979
73,7,175.66069051711065
73,9,368.05974272167055
73,10,399.3668762005409
74,10,314.1760252934414
74,8,10.0
74,7,126.84231151195996
74,6,74.4255098125378
74,9,228.29721433996724
74,3,127.74129988248245
74,2,159.31188013499673
74,1,307.0836279869002
74,4,333.3084419665471
75,10,386.40432868207813
75,7,169.60757828949465
75,6,112.89027312205067
75,9,333.98202706593474
75,3,174.3647868706268
75,2,196.34659359934318
75,1,340.00390602476267
75,4,387.7084231367728
76,1,62.618178130494755
76,4,53.197135822252854
76,7,67.80675703650417
76,9,67.8382644759823
76,10,57.11056209285809
77,1,31.109951242075397
78,7,180.43603239618716
78,9,378.4188209206362
78,10,478.9457352390741
78,6,122.09067014231698
78,2,231.07731975295417
78,3,237.35518359955626
78,1,415.96726736926684
78,4,506.81012317453997
79,1,407.7896653812224
79,2,268.68572236782217
79,3,246.2881467272042
79,4,557.2496231196574
79,6,151.9392765930575
79,7,223.74476373983907
79,8,47.5031780246303
79,9,418.3074703474108
79,10,452.6266749055528
80,10,414.74636428529084
80,9,355.4335781093512
80,8,10.813809420323082
80,7,187.3392240655836
80,6,125.2731841444982
80,4,455.167164982426
80,3,206.43330558763165
80,2,238.94604759305452
80,1,359.53569142718595
81,1,296.4727363558787
81,2,173.46487769510338
81,3,146.24075748049904
81,4,327.99106930453286
81,6,76.97544150538138
81,7,137.66756321228826
81,9,215.17254170340595
81,10,327.8459460751867
82,10,398.09587697219513
82,8,10.0
82,7,179.36563858969905
82,6,114.44503325539122
82,9,320.4821034992267
82,3,189.81213247146871
82,2,207.55265903403676
82,1,324.8468001811514
82,4,375.6612438216437
83,1,57.304254429385196
83,4,38.588984240472385
83,6,34.87042511870689
83,9,69.99276634646189
83,10,46.6786598448008
84,1,23.6029365563246
84,10,16.188036408130188
85,9,364.8118038979659
85,8,35.26276461427119
85,7,186.05196145835117
85,6,120.8252126265341
85,10,484.0092865664783
85,3,242.50448520694067
85,2,232.03616824151305
85,1,388.0857173009309
85,4,476.4054622821956
86,10,455.5486666583354
86,8,46.98181217990208
86,7,227.7955960418834
86,6,149.88867235360047
86,9,405.05208102749464
86,3,247.8982572642784
86,2,266.0835893795466
86,1,376.41625644569206
86,4,521.8830535025562
87,10,415.6984074739223
87,1,325.23314094266834
87,2,232.8750814193782
87,3,204.58861755243294
87,4,415.64443560180644
87,6,122.55836898318475
87,7,189.80095089958738
87,8,9.690598293241521
87,9,342.7260895077791
88,4,10.0
88,7,47.19260747320438
88,1,22.589971749065477
88,3,25.358952625290264
89,9,10.0
89,10,34.7600397439252
89,4,10.0
89,7,10.0
90,6,10.0
91,1,489.2928052043776
91,2,340.9371559553191
91,3,303.2953262372811
91,4,582.6007329908169
91,6,185.98643009169265
91,7,189.63409170160128
91,9,512.5929900457068
91,10,785.9365281215032
92,9,407.5712441134307
92,8,79.35191099202518
92,7,206.05497835174742
92,6,142.18277932155837
92,10,476.4334960765659
92,3,198.74777496349338
92,2,298.54409650611774
92,1,403.9780664273442
92,4,465.4860929792458
93,9,398.8661802111684
93,7,222.33965743715368
93,6,146.6033970345484
93,10,451.5502795217942
93,3,231.05939212245306
93,2,245.9762149152279
93,1,339.6806547226888
93,4,478.1154556050839
94,1,290.71019278081974
94,2,212.16550899055454
94,3,186.69565195843802
94,4,374.6604091605902
94,6,119.79912104775809
94,7,183.57906818305472
94,9,337.94657493650277
94,10,412.3210380481937
95,8,10.0
95,10,324.73937715765965
95,9,199.8500581709278
95,7,131.7806523592984
95,3,122.64735086810606
95,4,247.86648804637093
95,2,143.39551320261654
95,1,228.22718834705285
95,6,71.67023093047578
96,10,395.01460251652384
96,9,307.49674234804104
96,8,10.0
96,6,109.61859086000061
96,7,171.62721021897045
96,3,163.0922683994745
96,2,175.0708371710653
96,1,258.4639081122306
96,4,297.6394751327444
97,6,8.286933864769736
97,9,62.40568278116237
97,10,33.936215347096855
98,10,485.3096422722949
98,9,359.485882159016
98,7,174.75265841088734
98,6,119.20754432346587
98,3,211.25422993616905
98,2,198.16519120597297
98,1,334.32821614427394
98,4,414.00753502192043
99,1,328.8400788120234
99,2,233.7701460450396
99,3,216.810656087817
99,4,467.2658917370202
99,6,149.8666784776763
99,7,216.0419792902103
99,8,55.959048293014746
99,9,402.37421833963333
99,10,459.66403361580024
100,7,177.96982933268325
100,10,423.21866561470415
100,8,21.274489677127804
100,6,124.34703047574811
100,9,342.6919008450327
100,3,174.47744256136298
100,1,284.57536373050425
100,4,369.7477603644393
100,2,203.10110991993855
101,1,226.71017550109485
101,2,137.80583537980647
101,3,112.74069937126006
101,4,248.73937106624174
101,6,77.51604114952602
101,7,127.01768527162236
101,9,205.78073241628636
101,10,338.5095527986657
102,10,411.6794336807918
102,9,314.56421569191787
102,7,167.8447125103427
102,6,116.74916670987784
102,1,261.3674137597036
102,3,155.71517791373827
102,2,173.20733497630425
102,4,303.9976482430465
103,9,60.813092048874154
103,7,51.6328148088125
103,4,24.55540251914242
103,3,40.68039135693861
103,2,20.820433792673576
104,1,10.4616433679479
104,6,10.0
104,7,29.539991890107935
104,9,10.0
104,10,13.70728389810997
105,10,510.1417091281287
105,9,369.7309087471941
105,7,174.4555238238758
105,6,129.86221519488402
105,4,433.7094859400692
105,2,208.09775619610696
105,1,348.35390258723214
105,3,212.09470080624322
106,10,486.8460300889237
106,9,413.62169174091287
106,8,73.56829725159838
106,7,216.9980840842249
106,4,490.0225331939824
106,3,220.36954354545617
106,2,247.5338832193264
106,1,345.60336093336485
106,6,161.51000876421884
107,9,354.92102133497167
107,7,180.18120735600564
107,6,136.85344902909992
107,10,452.47701672426206
107,3,180.63320752292105
107,2,220.4952138580764
107,1,303.49983946346356
107,4,394.7335206603385
108,1,247.18884849792738
108,2,158.5455648035895
108,3,121.31095921571716
108,4,275.08416782956806
108,6,90.74442481893519
108,7,130.46233348749024
108,9,218.97145832842182
108,10,369.5282205161384
109,8,13.453362734710822
109,10,444.1076404348105
109,9,328.69353767051336
109,7,172.4788546135309
109,1,282.7794383679751
109,4,330.8099595877959
109,3,166.4626484212738
109,2,196.93098193289143
109,6,130.54583027190708
110,1,328.8538043545813
110,2,255.71635169973848
110,3,147.09740228410504
110,4,375.9530819146812
110,6,90.96777145284625
110,7,149.05824768137902
110,9,245.73696828204675
110,10,378.4152364756944
111,7,186.39219603843645
111,10,409.73167116132754
111,9,300.5055059473533
111,6,121.88824689907887
111,3,145.05165396571317
111,4,315.85729325853583
111,2,220.66181015285827
111,1,308.32849291457825
112,2,27.058542500243586
112,4,17.702358919774795
112,7,26.4759661604872
112,9,10.0
113,6,10.0
114,6,10.0
115,10,837.7735309622775
115,9,475.5809123340374
115,8,49.82084473911027
115,7,141.8766702243723
115,2,326.9306103303039
115,4,572.740975648378
115,3,291.3475533957841
115,1,455.4449233718707
115,6,193.34862866188615
116,8,14.265236234871963
116,10,475.3921452125953
116,9,347.5148670265471
116,7,183.0156772024339
116,1,295.36356080980875
116,4,338.70218449320646
116,3,182.9049624839709
116,2,227.092982546175
116,6,143.61812505249287
117,1,79.02997028736226
117,6,33.63881331279366
117,7,62.114658821685545
117,9,66.89282132043202
117,10,41.99230659518331
118,9,10.0
119,7,193.72994516979728
119,10,569.8297421205407
119,9,404.73958543555864
119,6,154.81867743981056
119,8,61.44340105205936
119,3,240.91503402512075
119,4,449.23106697065435
119,2,262.3526816257273
119,1,372.6648478176047
120,10,543.8480865274505
120,9,448.5841816184743
120,8,70.18978097478498
120,7,237.2701256781971
120,6,185.25674302629346
120,4,497.4325299283912
120,3,248.42808731301443
120,2,299.8532049944037
120,1,365.4506902000992
121,10,506.18451120880536
121,8,29.542233204890977
121,7,201.26771715166353
121,6,159.13249543986512
121,9,389.3749347112621
121,3,207.31955066580417
121,2,269.8959736413107
121,1,318.4718324939427
121,4,393.49686247924603
122,10,419.3829109316496
122,8,10.0
122,7,152.18704864806864
122,6,111.32000650636397
122,9,252.39719550298855
122,3,146.06116589990887
122,2,204.1038737401264
122,1,257.0029553695718
122,4,264.87438639169636
123,1,287.2806241191192
123,2,237.80063067914386
123,3,188.77123112070302
123,4,311.51112229390856
123,6,149.20713158563947
123,7,194.67524085508563
123,9,360.5180094497447
123,10,489.6074417693401
124,9,70.92902817688233
124,10,35.00224852990928
124,6,33.41136866263176
124,4,41.76760543693911
124,1,79.09804828487411
125,1,46.08526727264088
126,1,357.7541443178222
126,2,260.70770201068666
126,3,240.18845525145048
126,4,411.4640803229553
126,6,156.2963770480223
126,7,204.95594122091438
126,8,32.31068591354153
126,9,409.5977838883787
126,10,574.5068932279455
127,10,545.293046482175
127,9,449.9492864394629
127,7,248.28585604652542
127,6,185.36339721913637
127,1,348.82184852903157
127,3,245.590182196628
127,2,294.10022517936983
127,4,457.32192951064206
128,7,212.04665555500577
128,10,504.41485413013993
128,9,386.9057460799544
128,6,157.89314428083424
128,1,300.41827877985065
128,3,202.4877904724529
128,2,260.16388589963503
128,4,351.69346015655174
129,1,237.811934437537
129,2,190.5895852953471
129,3,139.3907885353306
129,4,222.03999153904516
129,6,108.77367503075712
129,7,162.7036676203683
129,9,245.7999038061306
129,10,414.4380018274885
130,8,10.0
130,10,481.5454389831764
130,9,349.5584741198488
130,7,204.90311011672742
130,3,180.44950514407338
130,4,268.3023393031044
130,6,145.4058856815285
130,2,220.76278374064924
130,1,267.2245168923602
131,2,72.26122047248609
131,4,56.49938189990515
131,6,26.13968730930185
131,7,41.29698545607717
131,9,73.55746906264156
132,9,384.9108423450317
132,8,10.0
132,7,214.12422214188646
132,6,149.1580005164338
132,10,557.5911493727485
132,3,228.25937176313096
132,2,235.15136561030687
132,1,336.48628671516593
132,4,370.79810567750803
133,10,525.6311473462938
133,7,257.01804750244236
133,6,177.2883623058704
133,9,420.77422573737647
133,3,232.94765344034488
133,2,266.51073860530295
133,1,327.50466888697764
133,4,418.5708689593289
134,10,482.12557340664125
134,1,279.1703054077718
134,2,230.9816993283847
134,3,189.37928316072652
134,4,315.2883892838169
134,6,148.98327015706164
134,7,220.28984686114035
134,8,10.0
134,9,353.4538941465704
135,10,389.64896388498914
135,7,170.39759170892108
135,9,208.38845542780655
135,6,99.13758775691929
135,2,160.26290998741314
135,3,126.05585703034961
135,1,216.7168049285026
135,4,188.33972786598173
136,10,454.3932951717388
136,8,10.0
136,7,211.98046670085623
136,6,135.15798100745624
136,9,308.6104317245041
136,3,167.11403994009453
136,2,189.73810848793704
136,1,246.33354719086594
136,4,237.5894529820323
137,1,54.41349795562033
137,3,59.7626820741433
137,6,18.93590508860737
137,9,73.156707182745
137,10,37.02324553949427
138,9,10.0
139,8,10.0
139,10,524.2724774227781
139,9,336.88830114701227
139,7,218.8924674957912
139,2,204.56348487156004
139,4,349.9675617276903
139,3,216.07044913539892
139,1,316.26038428848085
139,6,137.80314003906494
140,1,307.463124994397
140,2,236.82450777889102
140,3,221.43724660595535
140,4,401.0932309546504
140,6,165.8161168114371
140,7,260.8529225810601
140,9,371.8638685129845
140,10,490.60560414236056
141,7,223.1096037637605
141,10,445.5921334695702
141,9,304.5068702579607
141,6,137.52110396970144
141,4,301.0808224524966
141,3,178.64712091467158
141,2,202.51570204656542
141,1,259.28463552249593
142,1,196.96381761921305
142,2,133.2930069238937
142,3,116.17156915331805
142,4,177.26233794817102
142,6,87.81225715994867
142,7,172.1243766334193
142,8,10.0
142,9,160.30219895221944
142,10,351.82397144001425
143,10,415.5119839247941
143,7,212.5431548992614
143,6,124.09433453292709
143,9,262.31014306041607
143,3,158.11784577168487
143,2,164.4944122034861
143,1,226.702604648489
143,4,229.45375999255617
144,1,48.18481100110206
144,2,43.60165131922828
144,7,64.52591574285724
144,9,69.3180787297634
144,10,38.34818034188477
145,10,483.8373981335203
145,9,301.4665944976284
145,7,215.64673600161797
145,6,128.2355745882512
145,2,185.40179360171436
145,3,209.71457681878059
145,1,297.1522383982483
145,4,349.18050509803663
146,8,9.982126842382002
146,10,450.2600529400172
146,9,341.7902236286584
146,7,256.2829797043391
146,6,156.96495453217935
146,4,402.1964963384181
146,3,215.87988694858876
146,2,219.83373799352904
146,1,288.67936876779333
147,10,405.67250021900895
147,9,280.5287981102299
147,8,10.0
147,7,217.21947261806423
147,6,129.48215323256116
147,4,303.78455219209985
147,3,173.82008345642095
147,2,187.6933828432957
147,1,240.95679796295866
148,10,312.6834451459722
148,8,10.0
148,7,164.93980712233304
148,6,80.67145599384185
148,9,143.06813862139336
148,3,111.9966622524891
148,2,120.59675490075006
148,4,181.2832525693487
148,1,179.2585387565788
149,9,252.3508820208407
149,7,204.11289236555461
149,6,117.92643029450286
149,10,377.51747772871863
149,3,154.5113958615783
149,2,153.84608142432916
149,1,209.8200946970661
149,4,234.5223652537648
150,1,251.34493789335608
150,2,207.56536565733575
150,3,132.4201174664044
150,4,277.6331368477336
150,6,75.98554316856524
150,7,177.6023945636547
150,9,170.0274127381623
150,10,302.49042779977435
151,7,211.64007123644063
151,10,324.99593148866916
151,9,226.48099954655083
151,6,104.75230674763372
151,1,226.86270706426922
151,3,127.60970926243613
151,2,167.5756587542017
151,4,216.04064896078518
152,4,35.14608395233752
152,10,10.670858472906495
153,9,10.0
154,10,725.0721521361694
154,9,417.7228942714079
154,7,152.76359518499046
154,6,170.075728735299
154,3,263.5346855751562
154,2,256.6255697211939
154,1,365.9037876609025
154,4,473.5279784007695
155,10,357.94777804723026
155,9,295.6346691343791
155,7,190.24895607998948
155,6,119.49208772255213
155,3,152.93851212979354
155,2,153.3979007838434
155,1,206.0589688439976
155,4,241.47417081394804
156,2,41.73868816561202
156,3,28.58302792989347
156,4,39.69319915422902
156,6,23.491163274790168
156,8,43.345238354957885
156,9,67.91599128833145
156,10,30.088370803331756
157,9,10.0
158,7,190.55710869970824
158,10,444.47899328398125
158,8,10.0
158,6,129.81214594601192
158,9,373.65854954014173
158,3,206.30215318832217
158,2,181.42998078222564
158,1,289.8239252817297
158,4,362.3824174314333
159,1,286.60485276052185
159,2,217.6089364239147
159,3,212.99282030535102
159,4,415.4003455031673
159,6,160.494597129983
159,7,230.94188574025034
159,8,10.0
159,9,424.9711683739713
159,10,418.0532128045936
160,10,381.04396998426137
160,7,191.99513162799343
160,6,134.8636228887965
160,9,373.2856621386675
160,3,171.4690038186052
160,2,186.907306150708
160,1,244.45489818752782
160,4,316.8623710032591
161,10,295.9734340957516
161,8,10.0
161,7,140.20689797918206
161,6,87.77655248338755
161,9,243.7653674802193
161,3,110.21723658548416
161,2,120.95504182723982
161,1,188.57083544178784
161,4,194.14051054121165
162,1,225.09646779177422
162,2,155.07406307974486
162,3,153.36232528973733
162,4,247.09163160930655
162,6,126.60200663196167
162,7,180.24493275804699
162,9,359.1623591398941
162,10,368.9690687005018
163,10,36.53108454260868
163,6,27.916439313689935
163,7,43.49099675997297
163,1,56.081991167303386
163,3,44.93393339312652
164,1,26.345636746073573
164,6,10.0
164,10,9.838586943787476
165,4,367.4631038632256
165,1,317.19165195610447
165,2,182.59481503685936
165,3,208.5940084388423
165,6,137.56514912310533
165,7,184.84664745820737
165,8,10.0
165,9,427.9841628109742
165,10,467.85032944284717
166,9,473.94973733985944
166,10,444.9366628839425
166,6,168.19874370376755
166,7,226.85688592365005
166,3,216.04252392779182
166,2,218.55139635327174
166,1,316.0195833625212
166,4,420.26180901307737
167,10,411.0292554950629
167,7,189.58030234003058
