date,predict
218,15.0
219,138.95405263170824
220,2302.6098474834607
221,2379.629414781518
222,2049.8474424664178
223,1569.778775772449
224,1846.6110369091398
225,184.02054207405263
226,2235.9953553403416
227,2292.1958265990856
228,2003.3910835397105
229,1515.01080044966
230,1812.75873570072
231,222.9812870283563
232,2161.5303675254368
233,2322.273293116826
234,1892.831505585616
235,15.0
236,15.0
237,1630.6330919789784
238,2165.845015600606
239,2209.6136278504505
240,1843.5027065311954
241,1427.6281198191252
242,1698.624639745878
243,78.8004361202652
244,1695.2553855808517
245,2116.9350879357585
246,15.0
247,15.0
248,15.0
249,15.0
250,4799.58598963439
251,1946.5787884365923
252,1510.165727254382
253,1818.7885284053878
254,1975.3298225916947
255,60.42353951048244
256,2172.9472197959785
257,2294.2577263861745
258,1880.884695654484
259,1463.846552401406
260,1736.0066288691667
261,149.75986693619734
262,2123.618420741558
263,2248.8413800721028
264,1868.249600517957
265,1441.1082065368116
266,1715.6823449756482
267,114.68649828493608
268,2106.2611312612808
269,2208.4994760321883
270,1808.8025930369392
271,1393.0188327277772
272,1705.067843835695
273,110.28609487664357
274,2114.3045673622946
275,2219.6595285744675
276,1795.3649379976787
277,1410.2841950031332
278,1683.433933078314
279,76.36664482461174
280,2091.8162749420803
281,2162.44985940004
282,1756.9057640708384
283,1356.7022930252992
284,1632.350235868652
285,15.0
286,2007.5583441007939
287,2120.1934607633216
288,1732.3547487648561
289,1313.5053931352877
290,1585.3793808100015
291,15.0
292,15.0
293,2007.5365081762416
294,2085.1182908934557
295,1647.3785408344168
296,1306.9471050159295
297,1507.2349286132057
298,15.0
299,2087.6304537282435
300,2177.855721253694
301,1818.8823476605671
302,1384.8045607052093
303,1674.00428087525
304,15.0
305,2061.6160727476413
306,2121.616426936
307,1735.3230482078393
308,1333.7208634955477
309,1623.081856605432
310,15.0
311,1993.9476207955954
312,2103.881410849945
313,1691.5213163008161
314,1326.670040400827
315,1586.0589942323409
316,15.0
317,1962.9041818730557
318,2059.986726835849
319,1698.062654737255
320,1261.9163458993166
321,1537.3860508741086
322,15.0
323,1916.4826715624667
324,2040.5921783888398
325,5306.858315030224
326,5235.6737058909075
327,976.1103004787435
328,5157.4294854234
329,4757.332569523154
330,4058.394397594634
331,2208.021467028352
332,2507.814064394466
333,866.8766959611653
334,2881.38163277672
335,3035.728443212255
336,2624.058375918288
337,2234.237872699401
338,2510.052115589256
339,887.9893949586366
340,2901.8028163186295
341,3755.26390164827
342,3352.9796092517263
343,3043.2138797115576
344,3041.635970568549
345,849.2720576763577
346,3997.279220617049
347,4008.744875381145
348,4219.64740167988
349,3980.6461765372514
350,1273.8921174424167
351,335.81797682639535
352,15.0
353,3173.120768484259
354,3354.300046848545
355,453.55202068097424
356,3596.542423744645
357,3652.8343115071543
358,3347.1720686755643
359,1920.7702845914387
360,2170.9708697528185
361,542.8127912589796
362,408.5058884116647
363,2546.179867541601
364,2669.1708099910857
365,2218.4354859318687
366,1822.8830160702953
367,2123.598668189832
368,496.01612333045796
369,328.131063339295
370,2521.912951953233
371,2568.761731855141
372,2231.896883213528
373,1771.7993188606335
374,2080.3125550590407
375,247.40796355876887
376,94.33563560482833
377,2230.078663504666
378,2268.121648022004
379,1961.1904620592873
380,1551.1322687154934
381,1809.820513258445
382,158.35901216897537
383,2168.3243420394265
384,2305.9989035371627
385,1905.0796910937227
386,1485.6686902566105
387,1769.5396634268093
388,151.83728250049217
389,2175.1895915397895
390,2221.861813358557
391,1847.112925431979
392,1439.247179946022
393,1710.8728252539847
394,65.44629431555722
395,2057.3083484692484
396,2208.9755825848993
397,1799.3997319002015
398,1392.825669635433
399,1665.6546411080762
400,18.989935388848153
401,15.0
402,2080.445188413816
403,2386.848791223224
404,1991.366416604356
405,1530.0102374270482
406,1865.9085723610735
407,15.0
408,15.0
409,282.9114655636454
410,2311.856900505298
411,1956.291246734489
412,1539.9682221644584
413,1761.1413830223319
414,146.57573879873314
415,2183.326506334216
416,2236.301751649596
417,1860.7619251746733
418,1450.4954346232043
419,1769.7298247430053
420,104.28601123760473
421,15.0
422,2159.4175071278355
423,2258.0996910443237
424,1821.9276323002712
425,1446.2423851069793
426,1697.2665748790344
427,55.97094310907323
428,2082.476526579207
429,2210.010317235289
430,1851.0657371248876
431,15.0
432,133.93041351923125
433,1942.914132741539
434,2373.337262312178
435,2390.59947868941
436,2042.98125347994
437,1593.664302555966
438,1936.3966713853665
439,324.94541252688873
440,2324.0084632577573
441,2386.8412928970347
442,2034.5874737807303
443,1609.5060528950603
444,1859.2890210083247
445,255.23096475507873
446,46.750770883104224
447,2241.112074652715
448,2348.7280613810976
449,1988.1311148540203
450,1533.4691117001337
451,1802.292678977646
452,182.93127161718598
453,2206.0611394335124
454,2307.0133244311387
455,1875.6352369715423
456,1519.4662567450237
457,1754.2033051686117
458,104.39540791586296
459,15.0
460,2179.1186677572755
461,1802.8842281157827
462,1456.3157740114953
463,1705.8978406291358
464,79.20695067623626
465,15.0
466,2059.0425789500537
467,2214.742695920174
468,1824.8409707056035
469,1381.4997116402506
470,1645.8103399870267
471,57.02078779649537
472,2040.4640803058603
473,2167.3704943571875
474,1727.155026115781
475,1329.4775258072564
476,1599.9654255441642
477,15.0
478,2038.8401001861048
479,2073.8931581476722
480,1681.70039057766
481,1266.0389854514915
482,1569.8738621307944
483,15.0
484,1967.418645223253
485,2167.7731586626655
486,1822.5264234413803
487,1436.2291152126904
488,1705.2220509901952
489,60.49728758461515
490,2089.518227703643
491,2168.0372416481355
492,1776.104913130791
493,1368.8253301056802
494,1637.2424526235336
495,25.005084219028504
496,2063.1777377072044
497,2120.5568665223855
498,1737.9421310129533
499,1336.639703261615
500,1620.6425958679388
501,15.0
502,1971.0951852399007
503,2056.77826003846
504,1716.6419014383277
505,1284.22734817144
506,1553.5447465796865
507,15.0
508,1926.452334423252
509,2014.4885324773313
510,1688.6303962879917
511,1243.7966826404372
512,1763.3597174234333
513,152.39638102315052
514,2159.940216242607
515,2190.264874752019
516,1868.1782414588013
517,1449.9399308040202
518,1723.4380543199773
519,95.8846016594423
520,2098.6461625521188
521,2200.5658791662213
522,1822.1170110015505
523,1362.9621403258848
524,1652.52557546039
525,34.258093744070266
526,2070.0010490773293
527,2134.309534581194
528,1768.9709660773692
529,1357.1117791869979
530,1608.1396326315894
531,15.0
532,15.0
533,1996.4787681327955
534,2063.395692068634
535,1723.9101200316989
536,1292.8118005861456
537,1584.9703003369857
538,15.0
539,2469.6706377505693
540,2566.546050685007
541,2244.5120675875837
542,1776.7846273411797
543,2083.680734141804
544,464.1022710762295
545,2484.281928746965
546,2135.0929634785916
547,1711.7310168799456
548,2037.2243752150966
549,417.64591214952225
550,2409.5079663032116
551,2451.875085743426
552,2116.1340649964973
553,1645.274272662516
554,1940.8860976388537
555,329.4348387803757
556,2324.923336634874
557,2405.523667642529
558,2029.7529137004392
559,1584.2794230784693
560,1885.670608986045
561,251.71531616811762
562,1928.1573443400225
563,2244.5061803785175
564,2354.439970432867
565,195.32382871460777
566,463.51053011879276
567,509.3664965125349
568,4434.212666504462
569,1703.0983860929373
570,1978.4902669149733
571,2162.8290249171796
572,251.56071389219096
573,2395.532014545145
574,2483.27178745329
575,2098.703614043755
576,1653.7695870385164
577,1960.071002313004
578,317.4880288492439
579,2340.0165716829856
580,2443.1555674353503
581,2024.4885554386183
582,1627.4492401089653
583,1916.2960906310268
584,268.17645132000234
585,2300.7876114191704
586,2381.9458040272684
587,1975.1597563841979
588,1583.9568469224382
589,1823.8963667593384
590,305.30399195190193
591,2280.360120977728
592,2390.522737277885
593,2004.3357646011088
594,1602.2482565855603
595,1867.8991620002223
596,259.4196246274373
597,2264.731154989931
598,2329.2923391313257
599,1953.2520673914466
600,1516.3402198147733
601,1828.6965391892606
602,192.94550949892027
603,16.17850628761221
604,2216.6353865442456
605,2264.351464871999
606,1902.168370181785
607,1523.6549166173832
608,1785.9260731403494
609,121.81572830064306
610,2194.5844176874084
611,2206.422120992227
612,1870.3878304926643
613,1479.8619850637838
614,1743.6363455792218
615,124.35993040238145
616,2265.0903944400775
617,2402.395108589877
618,2011.8150064991223
619,1540.6696073357002
620,1822.4433469210185
621,238.15085662615797
622,2284.3286010631537
623,2304.1607750737226
624,1962.4862074447017
625,1504.9779632496861
626,1777.423448846001
627,189.52587422737952
628,2172.1776765866593
629,2279.60762852144
630,1928.212866893692
631,1469.9045945984249
632,1770.2925426141874
633,111.41900675529496
634,2178.4881806630146
635,2249.1440169608913
636,1867.812701090908
637,1462.838287353519
638,1725.007532860613
639,121.69351628633217
640,15.0
641,2136.198453101886
642,2201.6140088608336
643,1867.2413354700705
644,562.4826695901148
645,5736.396480574388
646,5840.962214498668
647,5249.36283964778
648,4677.818777056098
649,3419.7074057452505
650,2666.372484557677
651,1075.022662518978
652,3122.140956478578
653,3232.0747465329287
654,2820.404679238961
655,2410.8305019688687
656,2618.2831107486427
657,1077.2008093442228
658,948.5435728936461
659,3001.094423235046
660,3106.652977049961
661,2763.232588898436
662,2327.4305493441493
663,2610.665333356127
664,975.3950421535694
665,828.6280004718585
666,3012.889419492174
667,3062.068016243117
668,2704.1458868856994
669,2250.8304297056375
670,2612.475720419582
671,992.8759174605556
672,2830.0868040361456
673,2946.6932237105684
674,2507.4214736283293
675,2034.4780381898804
676,3244.567612447696
677,783.5934663051064
678,3640.8383742925444
679,3570.5427560800667
680,3041.6095978586213
681,3224.933695901751
682,3647.6843222416755
683,669.4066022864886
684,3679.100507319983
685,3949.4240944589806
686,1319.1555045779003
687,1012.3507481627375
688,3353.7667884275093
689,2922.7853789962046
690,3292.8245277454844
691,3508.045266659229
692,3439.988277685328
693,2439.5764259002785
694,2125.9380604686808
695,1734.1852485183808
696,2002.4630822014444
697,353.02363729020544
698,2388.627135933246
699,2492.3399371093756
700,2086.977074874849
701,1664.0308151059676
702,1960.6285870119773
703,325.3564420341304
704,2335.327915880176
705,2405.859284451967
706,1993.8898621228323
707,1628.6357834233982
708,1918.3388594508492
709,283.0685682482914
710,2264.6927358038347
711,2391.753593178409
712,2001.8518679638378
713,1599.1255542933236
714,1854.4766850381825
715,243.02542617970482
716,2255.2837775027174
717,2344.381391615422
718,2171.5250272499297
719,1781.089206212398
720,2046.969499047743
721,421.40955739106124
722,667.959347476232
723,2444.2900003487634
724,2086.365108157879
725,1680.645646779701
726,1972.1704356095993
727,333.49335682855644
728,186.59778795640113
729,2368.516385495897
730,2446.0981682131073
731,2100.580685199443
732,1647.531830605219
733,1956.0708583152182
734,319.2421629717377
735,2320.0102128605618
736,2418.917884826465
737,1998.603436571318
738,1604.5725000575421
739,1902.0200958698638
740,236.85788372218258
741,2271.687940964792
742,2337.201827210836
743,1971.0909058915809
744,1595.2637705055608
745,145.12065006476223
746,2517.5588991021514
747,2621.271700278281
748,2160.554774180375
749,1863.8492709382995
750,2084.8124601679283
751,471.52542157848757
752,2461.901183297501
753,2594.5906674057865
754,2184.311844648248
755,1699.8968997006202
756,2018.8140679152752
757,468.54927231108655
758,2440.704356544297
759,2525.092952660213
760,2182.79573997525
761,1717.3597791249226
762,1933.8318515588646
763,419.2204732566659
764,2399.927078763162
765,2477.0035788511786
766,2136.339381048542
767,1659.100293041031
768,1958.1840056331962
769,348.2441484079286
770,2363.734715468574
771,2393.116730227149
772,2010.1763358950138
773,1608.9668139433377
774,1896.6169635686524
775,285.0936656744029
776,2269.739533994968
777,2354.6282892866075
778,1940.7257395124302
779,1583.5314421945768
780,1832.7989430681562
781,178.9801866632929
782,2207.250845144574
783,2314.680797079354
784,1923.5013294364542
785,1502.3924058551634
786,1812.037508446396
787,15.0
788,2272.4318660515246
789,1896.0618715396272
790,1462.8434549567
791,1738.9139641724928
792,134.47748968271003
793,2135.259914058792
794,2236.1171860247737
795,1994.7768874400167
796,1618.694138268379
797,1873.1052260962156
798,249.70870197020122
799,2277.554497917852
800,2306.7216972909923
801,1959.7035187887554
802,1571.8388889166952
803,1831.913258757549
804,220.3541151341492
805,2236.0543871653344
806,2300.169976612416
807,1943.9918630238399
808,1523.7495151076607
809,1796.8398901062878
810,143.08392377971222
811,2201.019249103852
812,2249.8760613531203
813,1869.2994629792463
814,1474.615296514897
815,1746.934074723564
816,119.18399312037809
817,2165.9458804525907
818,2207.586333791992
819,1830.955314665805
820,1427.5707674895928
821,1698.8447009145286
822,277.1399225302889
823,2315.4543629099894
824,2379.5317217672978
825,2045.146586141856
826,1572.0610186939452
827,1883.1095136036538
828,242.24634244323852
829,2294.666513271979
830,2404.9262559271415
831,1995.8177870874351
832,1583.6820113630824
833,1856.372901076284
834,220.1678995716693
835,2246.5771394629455
836,2338.5989608940895
837,1972.9250847550827
838,1530.5851929838477
839,1811.3530030012648
840,183.22579468724462
841,25.90012913652754
842,2207.933501820439
843,2265.401846692232
844,1908.5038502589073
845,1477.1124215240716
846,1756.34789882611
847,140.97332435498265
848,15.0
849,2162.9136037454214
850,2749.913204987538
851,2393.811321433414
852,29.147890127363553
853,2086.77884773473
854,2620.088146458704
855,2704.0373653825254
856,2392.7203337821043
857,1881.473761694337
858,2198.954338329977
859,540.8103054452786
860,2552.419933131686
861,2656.1327343078146
862,2309.231866311157
863,1934.4047879650257
864,2156.6646107688484
865,482.1787754793372
866,2482.6164290561323
867,2601.869970963202
868,2186.3757490651547
869,1780.6257263991422
870,2058.5854890339465
871,479.10459200516266
872,2493.609528820717
873,2559.83525502657
874,2138.1668794195816
875,245.90263136944122
876,446.17549773031624
877,551.3647734787348
878,4324.183973396808
879,2142.0090407872817
880,2280.353791168213
881,2587.005420416318
882,2624.235100605087
883,2275.838849917966
884,1847.4070760946238
885,2129.5449198498786
886,498.32666347649865
887,357.3483597339218
888,2535.9217232066558
889,2580.303339336554
890,2241.493518118752
891,1824.6112686969461
892,2082.619160425011
893,460.51625838069185
894,2460.154939364311
895,2585.9454715103475
896,2183.1017487573763
897,1813.4765033809576
898,2036.97483329708
899,417.6134259366206
900,2467.4268943103907
901,2590.699435682788
902,2188.5005045206076
903,1784.771242527574
904,2054.2401955724354
905,450.5665980629133
906,249.1283693931823
907,2421.0053839998027
908,2513.107494727393
909,2162.3157096704485
910,1699.118230408284
911,2025.0428425099337
912,364.43801457107793
913,2402.572666386571
914,2494.52068806472
915,2131.5911299973186
916,1687.8502337629502
917,1979.0238744550104
918,335.4495542323871
919,2358.258520068006
920,2459.101043586764
921,2082.307325039494
922,1657.5438049266609
923,1872.7909498001654
924,307.4129102052707
925,2275.977583598664
926,2532.742284616734
927,2162.4012705914924
928,1797.9358897931152
929,2041.0150695464831
930,384.6970498003707
931,2467.1066116566644
932,2532.2231638601497
933,2140.2737506340236
934,1735.3710988287976
935,2005.9254673103633
936,399.37077272324905
937,2380.4209888749865
938,2443.1093137020493
939,2084.9039501972593
940,1644.542976094161
941,1934.1064112286754
942,328.3131425803019
943,2341.327010644164
944,2386.5458974759963
945,2012.60737783151
946,1624.2460757175052
947,1913.0824466891836
948,282.0675297007833
949,143.07311640882062
950,2287.395169967432
951,2394.4066230719027
952,1967.5874797564943
953,15.0
954,967.0980468395118
955,1383.1237725168562
956,6450.34633442307
957,5936.908282685956
958,5269.294392695927
959,4134.3884371482445
960,4222.219376529692
961,1269.0197521305518
962,3237.3705832550795
963,3358.8674242761413
964,2984.3067907139384
965,2551.9273420965446
966,2853.5042834287206
967,1185.2627369603952
968,3283.529225138884
969,3327.43201603223
970,2948.2542291499567
971,2588.976149717395
972,2808.8823700695107
973,1205.0252153118881
974,3205.462868888684
975,3276.82562269378
976,3714.2759166906403
977,3103.0027885221602
978,3378.172489191365
979,1126.2031159071016
980,3575.9335798931547
981,4425.073614581973
982,4043.404831667242
983,3595.6968769096443
984,3714.977708425763
985,1231.4859942824153
986,519.9882398266247
987,3656.638667064418
988,3881.525834036249
989,4010.512573217784
990,3675.1179715902404
991,3332.930591233983
992,2469.3777380353104
993,873.5852769078538
994,2824.2607919691527
995,2973.66447255764
996,2562.094629415256
997,2133.710625464278
998,2451.7891235349857
999,773.2799710449494
1000,2838.4837283816137
1001,2743.240711971384
1002,2322.3515542655086
1003,1924.6347532379832
1004,2143.585706888958
1005,520.1891827629458
1006,2560.2837384147488
1007,2644.2853290350927
1008,2268.745502560169
1009,1919.5865976504788
1010,2170.6144510950694
1011,539.0243959942898
1012,2521.9204370858024
1013,2616.3862037969006
1014,2275.656373554946
1015,1842.312467137745
1016,2050.742686267781
1017,471.92658105977125
1018,2488.7586476707384
1019,2608.9295298938664
1020,2230.452651076744
1021,1826.673879797061
1022,2004.3211759571916
1023,436.8532124085109
1024,2386.144229601582
1025,2487.4057410795376
1026,2127.779004937648
1027,1711.9952446284863
1028,2131.965732358759
1029,657.0073062574115
1030,2614.1917921765644
1031,2321.909122599695
1032,1896.1698242220787
