date,brand,predict
47,7,132.23211669921875
47,8,10.96606731414795
47,9,337.46783447265625
47,10,300.3773193359375
48,1,367.7478942871094
48,2,210.9732666015625
48,3,160.5354766845703
48,4,399.91827392578125
48,6,125.40277099609375
48,7,150.65684509277344
48,9,379.8580627441406
48,10,366.87188720703125
49,6,7.0719475746154785
49,7,29.25815200805664
49,9,61.7456169128418
49,10,-0.00873476266860962
50,9,7.102849960327148
51,1,426.0342712402344
51,2,237.76324462890625
51,3,213.7635498046875
51,4,581.0333251953125
51,6,135.07510375976562
51,7,171.30328369140625
51,9,446.86376953125
51,10,469.7850036621094
52,1,370.8766174316406
52,2,287.2455139160156
52,3,215.58299255371094
52,4,569.85546875
52,6,163.50555419921875
52,7,219.51983642578125
52,9,463.8063659667969
52,10,426.2025451660156
53,1,415.7247314453125
53,2,262.84295654296875
53,3,169.62635803222656
53,4,486.09429931640625
53,6,146.31163024902344
53,7,199.4973602294922
53,9,429.18145751953125
53,10,438.50140380859375
54,1,365.5268249511719
54,2,165.1027069091797
54,3,134.58154296875
54,4,398.22900390625
54,6,127.0383529663086
54,7,135.16375732421875
54,9,328.96966552734375
54,10,355.0551452636719
55,1,283.6556701660156
55,2,187.0009307861328
55,3,187.4146270751953
55,4,325.2880859375
55,6,126.14639282226562
55,7,166.92752075195312
55,8,40.64928436279297
55,9,311.0254821777344
55,10,355.46197509765625
56,1,64.35453796386719
56,9,49.08271026611328
57,1,359.2418212890625
57,2,203.97872924804688
57,3,206.5492401123047
57,4,491.8880615234375
57,6,124.81178283691406
57,7,157.81866455078125
57,9,392.5899658203125
57,10,404.8289794921875
58,1,378.6045837402344
58,2,227.60824584960938
58,3,240.79986572265625
58,4,473.5286560058594
58,6,141.32113647460938
58,7,161.63026428222656
58,9,451.8753967285156
58,10,417.0360107421875
59,1,285.5904235839844
59,2,177.46035766601562
59,3,187.17568969726562
59,4,379.0794982910156
59,6,129.32015991210938
59,7,225.0746307373047
59,9,366.0953674316406
59,10,395.4609375
60,1,260.14398193359375
60,2,157.3112030029297
60,3,175.47744750976562
60,4,281.81005859375
60,6,110.02423858642578
60,7,150.7791748046875
60,8,20.515892028808594
60,9,251.9373016357422
60,10,312.1604919433594
61,1,283.7785949707031
61,2,201.6593017578125
61,3,192.40452575683594
61,4,328.1518249511719
61,6,126.14639282226562
61,7,164.20904541015625
61,8,40.64928436279297
61,9,354.4225158691406
61,10,355.46197509765625
62,1,40.99714660644531
62,4,38.48414611816406
62,6,10.616767883300781
62,9,44.52000427246094
62,10,28.60167121887207
63,4,-10.100931167602539
63,6,-6.162179946899414
63,7,26.13445472717285
63,9,-4.222446918487549
63,10,20.473663330078125
64,1,386.2714538574219
64,2,169.91082763671875
64,3,180.2803955078125
64,4,449.7796325683594
64,6,126.0694808959961
64,7,164.00233459472656
64,9,404.57415771484375
64,10,358.97320556640625
65,1,324.12255859375
65,2,270.7146301269531
65,3,248.1211700439453
65,4,485.3439636230469
65,6,145.0196533203125
65,7,162.1275177001953
65,9,453.972412109375
65,10,398.8606872558594
66,1,311.8267517089844
66,2,208.77903747558594
66,3,165.92538452148438
66,4,379.0794982910156
66,6,139.7814178466797
66,7,211.1745147705078
66,8,53.71958923339844
66,9,380.7152404785156
66,10,367.5787048339844
67,1,260.14398193359375
67,2,145.05331420898438
67,3,178.45578002929688
67,4,281.81005859375
67,6,103.40046691894531
67,7,148.93569946289062
67,8,29.75868797302246
67,9,274.1463928222656
67,10,338.5710754394531
68,1,296.4659729003906
68,2,177.3644561767578
68,3,184.03170776367188
68,4,309.96923828125
68,6,122.81602478027344
68,7,158.99639892578125
68,9,354.4225158691406
68,10,359.6008605957031
69,3,74.47221374511719
69,6,10.604640007019043
69,9,34.48671340942383
69,10,43.71003723144531
70,1,25.26006507873535
70,6,-6.162179946899414
71,1,364.88714599609375
71,2,235.69210815429688
71,3,217.2147674560547
71,4,469.6064453125
71,6,126.0694808959961
71,7,169.9537811279297
71,8,45.398902893066406
71,9,398.92950439453125
71,10,400.9234313964844
72,1,378.6045837402344
72,2,291.39520263671875
72,3,231.75193786621094
72,4,505.10089111328125
72,6,142.0397491455078
72,7,161.63026428222656
72,8,48.37755584716797
72,9,404.7609558105469
72,10,406.4620361328125
73,1,312.54058837890625
73,2,171.0312042236328
73,3,153.66615295410156
73,4,397.8401184082031
73,6,136.83409118652344
73,7,211.1745147705078
73,9,415.1953125
73,10,401.7678527832031
74,1,259.75518798828125
74,2,130.9510498046875
74,3,163.03579711914062
74,4,276.290771484375
74,6,102.46688842773438
74,7,149.8750762939453
74,8,20.515892028808594
74,9,302.116943359375
74,10,327.2104797363281
75,1,283.7785949707031
75,2,177.3644561767578
75,3,195.82424926757812
75,4,309.96923828125
75,6,123.4715576171875
75,7,165.1998748779297
75,9,347.37298583984375
75,10,371.0687255859375
76,1,64.35453796386719
76,4,26.782421112060547
76,7,31.18726348876953
76,9,30.246980667114258
76,10,43.71003723144531
77,1,25.26006507873535
78,1,364.88714599609375
78,2,212.539306640625
78,3,217.97625732421875
78,4,484.85009765625
78,6,121.19084930419922
78,7,158.14149475097656
78,9,403.8636779785156
78,10,358.97320556640625
79,1,395.1610107421875
79,2,252.66490173339844
79,3,230.66604614257812
79,4,473.5286560058594
79,6,130.81576538085938
79,7,177.20614624023438
79,8,42.92599868774414
79,9,471.4556579589844
79,10,398.8606872558594
80,1,314.830078125
80,2,182.48281860351562
80,3,182.5205841064453
80,4,379.0794982910156
80,6,133.58140563964844
80,7,210.40878295898438
80,8,53.71958923339844
80,9,379.00372314453125
80,10,367.5787048339844
81,1,262.28192138671875
81,2,139.8878173828125
81,3,165.68124389648438
81,4,321.755615234375
81,6,110.02423858642578
81,7,149.73553466796875
81,9,302.116943359375
81,10,322.5277099609375
82,1,280.55548095703125
82,2,152.48500061035156
82,3,170.86148071289062
82,4,330.12799072265625
82,6,123.4715576171875
82,7,139.42030334472656
82,8,28.579761505126953
82,9,311.0254821777344
82,10,349.7178649902344
83,1,49.71146011352539
83,4,41.33916091918945
83,6,13.249258041381836
83,9,41.67290496826172
83,10,32.62754440307617
84,1,28.721614837646484
84,10,20.473663330078125
85,1,361.7257385253906
85,2,197.78610229492188
85,3,180.2390899658203
85,4,450.60052490234375
85,6,135.48886108398438
85,7,188.80128479003906
85,8,78.9512939453125
85,9,439.7158508300781
85,10,478.84124755859375
86,1,337.1087951660156
86,2,232.969970703125
86,3,210.7773895263672
86,4,424.95758056640625
86,6,158.33523559570312
86,7,233.02371215820312
86,8,69.13236999511719
86,9,424.3424072265625
86,10,507.7892150878906
87,1,289.1639709472656
87,2,209.2655487060547
87,3,143.6312713623047
87,4,349.8471374511719
87,6,138.44139099121094
87,7,192.30050659179688
87,8,56.92037582397461
87,9,373.7079162597656
87,10,474.23126220703125
88,1,9.648086547851562
88,3,39.477115631103516
88,4,-32.632232666015625
88,7,25.194793701171875
89,4,-47.181705474853516
89,7,37.13674545288086
89,9,23.45712661743164
89,10,47.41382598876953
90,6,-5.415393352508545
91,1,283.4070129394531
91,2,187.48841857910156
91,3,128.28379821777344
91,4,305.47393798828125
91,6,129.3520050048828
91,7,172.82205200195312
91,9,362.12750244140625
91,10,508.958251953125
92,1,361.9547424316406
92,2,219.4098663330078
92,3,180.2390899658203
92,4,402.96661376953125
92,6,129.72064208984375
92,7,167.2084197998047
92,8,44.53166198730469
92,9,367.5703430175781
92,10,464.2892150878906
93,1,308.00469970703125
93,2,265.1063537597656
93,3,221.91607666015625
93,4,467.2720031738281
93,6,154.88409423828125
93,7,212.1122283935547
93,9,472.0344543457031
93,10,493.34417724609375
94,1,289.1639709472656
94,2,260.17376708984375
94,3,185.98861694335938
94,4,333.0114440917969
94,6,135.52110290527344
94,7,193.4760284423828
94,9,373.7079162597656
94,10,452.1404724121094
95,1,238.3181610107422
95,2,159.7301483154297
95,3,164.4274444580078
95,4,291.6055908203125
95,6,112.44210052490234
95,7,166.76060485839844
95,8,26.489025115966797
95,9,291.77105712890625
95,10,389.8796081542969
96,1,285.07177734375
96,2,183.7001495361328
96,3,152.87710571289062
96,4,276.3467102050781
96,6,127.94757080078125
96,7,181.31805419921875
96,8,39.62594223022461
96,9,385.7066345214844
96,10,447.22991943359375
97,6,9.221221923828125
97,9,181.6863250732422
97,10,61.469078063964844
98,1,363.0146484375
98,2,227.78733825683594
98,3,110.25959777832031
98,4,393.13458251953125
98,6,129.72064208984375
98,7,184.65321350097656
98,9,412.0695495605469
98,10,444.93621826171875
99,1,322.73846435546875
99,2,269.6811218261719
99,3,210.8569793701172
99,4,414.0399475097656
99,6,155.569091796875
99,7,248.48086547851562
99,8,67.74744415283203
99,9,465.1387023925781
99,10,575.6665649414062
100,1,311.6239929199219
100,2,229.82308959960938
100,3,185.98861694335938
100,4,329.39703369140625
100,6,152.6519012451172
100,7,193.4760284423828
100,8,55.64599609375
100,9,389.8986511230469
100,10,493.3338623046875
101,1,236.47732543945312
101,2,157.91363525390625
101,3,157.21458435058594
101,4,232.60055541992188
101,6,115.95365905761719
101,7,158.31336975097656
101,9,311.5888366699219
101,10,370.9504699707031
102,1,289.5387878417969
102,2,191.12496948242188
102,3,142.65072631835938
102,4,298.9139709472656
102,6,135.48886108398438
102,7,171.10043334960938
102,9,380.109619140625
102,10,429.6498718261719
103,2,53.5086784362793
103,3,36.71180725097656
103,4,-15.471924781799316
103,7,51.570220947265625
103,9,144.6920166015625
104,1,29.70155143737793
104,6,-3.52777099609375
104,7,12.268892288208008
104,9,1.6838359832763672
104,10,61.018314361572266
105,1,362.89227294921875
105,2,220.30690002441406
105,3,134.72433471679688
105,4,384.65216064453125
105,6,127.07173919677734
105,7,169.92269897460938
105,9,387.2480163574219
105,10,399.54339599609375
106,1,342.6634216308594
106,2,265.1063537597656
106,3,256.70867919921875
106,4,458.1465759277344
106,6,158.33523559570312
106,7,209.27073669433594
106,8,67.02874755859375
106,9,466.3807067871094
106,10,575.6665649414062
107,1,298.2284240722656
107,2,209.2655487060547
107,3,185.48623657226562
107,4,345.9124755859375
107,6,152.6519012451172
107,7,198.7939910888672
107,9,384.17718505859375
107,10,474.23126220703125
108,1,247.85067749023438
108,2,157.91363525390625
108,3,137.14813232421875
108,4,252.74752807617188
108,6,115.95365905761719
108,7,166.04022216796875
108,9,304.2177734375
108,10,389.8796081542969
109,1,285.07177734375
109,2,190.04591369628906
109,3,148.22900390625
109,4,283.97747802734375
109,6,129.69895935058594
109,7,177.9294891357422
109,8,42.171226501464844
109,9,355.17572021484375
109,10,445.279296875
110,1,264.6875915527344
110,2,211.0151824951172
110,3,163.30116271972656
110,4,321.4034423828125
110,6,129.72064208984375
110,7,176.86854553222656
110,9,365.8111267089844
110,10,463.8902587890625
111,1,288.505615234375
111,2,224.28538513183594
111,3,143.45835876464844
111,4,305.47393798828125
111,6,132.3055419921875
111,7,158.87289428710938
111,9,362.12750244140625
111,10,453.4602355957031
112,2,34.48759460449219
112,4,46.45333480834961
112,7,32.009010314941406
112,9,-16.78472900390625
113,6,22.448829650878906
114,6,22.640275955200195
115,1,349.7052917480469
115,2,316.3548583984375
115,3,247.85523986816406
115,4,507.47430419921875
115,6,184.8721923828125
115,7,184.00997924804688
115,8,245.27200317382812
115,9,343.5105895996094
115,10,500.486328125
116,1,304.5934143066406
116,2,390.6632080078125
116,3,232.6023406982422
116,4,571.914794921875
116,6,195.98953247070312
116,7,192.84310913085938
116,8,56.565982818603516
116,9,515.8325805664062
116,10,537.9310913085938
117,1,59.7996940612793
117,6,29.74443244934082
117,7,83.24042510986328
117,9,94.40375518798828
117,10,127.53567504882812
118,9,26.574403762817383
119,1,427.1904296875
119,2,233.7498779296875
119,3,226.84054565429688
119,4,554.5867919921875
119,6,202.835205078125
119,7,243.04754638671875
119,8,153.09881591796875
119,9,446.55157470703125
119,10,528.6272583007812
120,1,331.1310729980469
120,2,291.0666809082031
120,3,228.13165283203125
120,4,473.9224548339844
120,6,229.5286865234375
120,7,275.65008544921875
120,8,68.47917938232422
120,9,491.1128234863281
120,10,541.9644775390625
121,1,284.536865234375
121,2,318.326416015625
121,3,307.6870422363281
121,4,339.2817687988281
121,6,214.33424377441406
121,7,297.3434753417969
121,8,54.06632995605469
121,9,423.2391662597656
121,10,573.8842163085938
122,1,227.9037628173828
122,2,177.28623962402344
122,3,202.11166381835938
122,4,249.06637573242188
122,6,166.2749481201172
122,7,243.53721618652344
122,8,33.46817398071289
122,9,357.6857604980469
122,10,411.0551452636719
123,1,261.63671875
123,2,209.1585235595703
123,3,232.56488037109375
123,4,317.68798828125
123,6,192.8444366455078
123,7,266.7235107421875
123,9,404.9886169433594
123,10,480.0997619628906
124,1,79.32849884033203
124,4,26.922382354736328
124,6,18.51213836669922
124,9,91.99017333984375
124,10,121.47221374511719
125,1,39.770198822021484
126,1,313.73919677734375
126,2,253.54464721679688
126,3,250.41648864746094
126,4,432.0975646972656
126,6,185.69955444335938
126,7,268.3257141113281
126,8,55.58359146118164
126,9,446.55157470703125
126,10,546.968505859375
127,1,332.0989074707031
127,2,276.0689697265625
127,3,274.39886474609375
127,4,488.5709533691406
127,6,226.0083465576172
127,7,228.59629821777344
127,9,449.33758544921875
127,10,568.7245483398438
128,1,284.8946228027344
128,2,347.84613037109375
128,3,240.83729553222656
128,4,355.58319091796875
128,6,218.5803680419922
128,7,336.1236572265625
128,9,395.8506164550781
128,10,675.385498046875
129,1,212.7321014404297
129,2,190.01766967773438
129,3,214.50234985351562
129,4,262.7651062011719
129,6,171.03805541992188
129,7,252.81744384765625
129,9,361.4202880859375
129,10,422.7152099609375
130,1,261.63671875
130,2,216.57640075683594
130,3,238.4682159423828
130,4,300.6964416503906
130,6,184.68255615234375
130,7,251.25721740722656
130,8,41.279666900634766
130,9,398.8660888671875
130,10,484.9422912597656
131,2,83.91282653808594
131,4,26.922382354736328
131,6,24.867225646972656
131,7,70.64059448242188
131,9,102.39630126953125
132,1,327.0602111816406
132,2,248.73431396484375
132,3,242.0701904296875
132,4,441.4824523925781
132,6,183.35760498046875
132,7,225.94168090820312
132,8,56.67155456542969
132,9,432.59173583984375
132,10,539.0222778320312
133,1,331.1310729980469
133,2,298.6575012207031
133,3,242.11337280273438
133,4,496.274658203125
133,6,229.5286865234375
133,7,228.59629821777344
133,9,486.58795166015625
133,10,515.71044921875
134,1,271.1038513183594
134,2,241.472900390625
134,3,240.83729553222656
134,4,344.64996337890625
134,6,164.0287628173828
134,7,243.01100158691406
134,8,51.74778747558594
134,9,395.8506164550781
134,10,478.7529296875
135,1,217.82005310058594
135,2,180.15536499023438
135,3,205.13754272460938
135,4,261.9451904296875
135,6,160.40354919433594
135,7,233.58201599121094
135,9,321.00360107421875
135,10,422.7152099609375
136,1,249.47003173828125
136,2,209.1585235595703
136,3,210.52468872070312
136,4,320.5928955078125
136,6,198.66331481933594
136,7,247.0182647705078
136,8,41.279666900634766
136,9,391.6528015136719
136,10,478.683837890625
137,1,79.32849884033203
137,3,56.76388168334961
137,6,24.867225646972656
137,9,67.89735412597656
137,10,97.93917846679688
138,9,26.574403762817383
139,1,329.0135803222656
139,2,253.54464721679688
139,3,261.7634582519531
139,4,410.9280090332031
139,6,192.5664825439453
139,7,240.92555236816406
139,8,56.67155456542969
139,9,437.4943542480469
139,10,586.1765747070312
140,1,309.9713134765625
140,2,284.0633850097656
140,3,273.6778564453125
140,4,491.1108093261719
140,6,224.52369689941406
140,7,309.5937194824219
140,9,485.94158935546875
140,10,562.6033935546875
141,1,263.9316101074219
141,2,347.84613037109375
141,3,331.0195007324219
141,4,352.5972900390625
141,6,209.61204528808594
141,7,297.3434753417969
141,9,427.733642578125
141,10,627.8606567382812
142,1,217.82005310058594
142,2,190.01766967773438
142,3,205.77255249023438
142,4,254.4320526123047
142,6,162.09317016601562
142,7,247.3415985107422
142,8,30.340377807617188
142,9,357.6857604980469
142,10,436.59771728515625
143,1,254.71237182617188
143,2,228.901611328125
143,3,234.04930114746094
143,4,313.6143493652344
143,6,184.68255615234375
143,7,268.8408203125
143,9,397.48980712890625
143,10,478.683837890625
144,1,67.45519256591797
144,2,85.76240539550781
144,7,68.91908264160156
144,9,32.88518524169922
144,10,45.431827545166016
145,1,302.5011901855469
145,2,200.44261169433594
145,3,167.26431274414062
145,4,387.5473937988281
145,6,119.11297607421875
145,7,218.7599334716797
145,9,323.2253112792969
145,10,398.87890625
146,1,233.66165161132812
146,2,236.1731414794922
146,3,303.7344665527344
146,4,434.3541259765625
146,6,154.00086975097656
146,7,195.32577514648438
146,8,54.988426208496094
146,9,398.5694580078125
146,10,546.1530151367188
147,1,259.4960021972656
147,2,230.817626953125
147,3,204.9446258544922
147,4,320.8008117675781
147,6,160.51785278320312
147,7,294.1070251464844
147,8,46.973148345947266
147,9,342.57806396484375
147,10,421.33514404296875
148,1,204.15289306640625
148,2,174.743408203125
148,3,192.86099243164062
148,4,261.11883544921875
148,6,126.68382263183594
148,7,183.37387084960938
148,8,27.856428146362305
148,9,288.5606384277344
148,10,364.56005859375
149,1,251.7467041015625
149,2,169.04464721679688
149,3,161.26683044433594
149,4,302.8757019042969
149,6,146.31759643554688
149,7,214.33628845214844
149,9,317.43048095703125
149,10,398.7923278808594
150,1,261.52008056640625
150,2,207.72079467773438
150,3,199.28872680664062
150,4,322.93511962890625
150,6,142.23548889160156
150,7,199.50283813476562
150,9,321.10308837890625
150,10,394.1844787597656
151,1,261.8637390136719
151,2,214.61819458007812
151,3,208.739990234375
151,4,307.6156005859375
151,6,139.28866577148438
151,7,187.93980407714844
151,9,347.9931335449219
151,10,468.4261779785156
152,4,42.810054779052734
152,10,57.34661102294922
153,9,47.56028747558594
154,1,199.3157958984375
154,2,166.5647430419922
154,3,174.63577270507812
154,4,232.31504821777344
154,6,132.00209045410156
154,7,183.37387084960938
154,9,279.6099853515625
154,10,331.59979248046875
155,1,189.9868927001953
155,2,196.60926818847656
155,3,200.05426025390625
155,4,292.7851867675781
155,6,138.5520477294922
155,7,239.67095947265625
155,9,293.1162109375
155,10,390.978515625
156,2,46.299888610839844
156,3,67.129150390625
156,4,-9.490856170654297
156,6,25.303991317749023
156,8,20.868478775024414
156,9,26.30643653869629
156,10,32.50986862182617
157,9,-9.330048561096191
158,1,333.3829650878906
158,2,200.44261169433594
158,3,228.1608428955078
158,4,392.3981018066406
158,6,145.25802612304688
158,7,196.84576416015625
158,8,42.994789123535156
158,9,344.9537048339844
158,10,432.88580322265625
159,1,268.5439758300781
159,2,233.50872802734375
159,3,241.3197021484375
159,4,425.2806396484375
159,6,172.93716430664062
159,7,244.06658935546875
159,8,59.31843566894531
159,9,435.836181640625
159,10,497.27117919921875
160,1,219.61373901367188
160,2,270.179443359375
160,3,197.6796417236328
160,4,320.8008117675781
160,6,159.44276428222656
160,7,207.9159698486328
160,9,355.8634948730469
160,10,380.1360168457031
161,1,199.3157958984375
161,2,154.814453125
161,3,185.24635314941406
161,4,278.2077941894531
161,6,123.95621490478516
161,7,181.06768798828125
161,8,28.788240432739258
161,9,296.27294921875
161,10,377.5010986328125
162,1,245.08682250976562
162,2,186.04991149902344
162,3,200.05426025390625
162,4,276.1738586425781
162,6,140.1591339111328
162,7,220.5452880859375
162,9,312.282958984375
162,10,379.9443664550781
163,1,42.65504455566406
163,3,67.129150390625
163,6,19.5982723236084
163,7,75.59742736816406
163,10,32.585140228271484
164,1,26.277175903320312
164,6,7.773097515106201
164,10,20.355987548828125
165,1,312.93792724609375
165,2,197.07400512695312
165,3,247.99276733398438
165,4,392.88458251953125
165,6,128.81643676757812
165,7,194.1640625
165,8,45.398902893066406
