date,predict
338,1828.35704763
339,147.084500276
340,2240.66124339
341,2397.9265126
342,1983.20387288
343,1584.36364107
344,1836.84740956
345,148.988840966
346,1914.30051574
347,2252.28691515
348,2329.28462105
349,2020.48475672
350,1408.73816846
351,-32.991672148
352,-486.904988536
353,3466.61924355
354,3516.16915498
355,1702.50336912
356,2250.47032952
357,2364.10576805
358,2012.02790093
359,1586.40993851
360,1855.04390717
361,179.108321299
362,88.8576846571
363,2253.7400249
364,2340.5712753
365,2032.70385967
366,1593.39015777
367,1847.16813805
368,163.046597234
369,44.4359079144
370,2282.62098975
371,2357.97490163
372,2045.24609139
373,1596.65985315
374,1870.49467119
375,164.958650377
376,95.5480130306
377,2281.12121058
378,2365.46841139
379,2048.44005328
380,1594.94734624
381,1857.12601767
382,158.905191106
383,2302.93068778
384,2379.50128666
385,2051.63401516
386,1598.24121146
387,1868.21936808
388,172.898199088
389,2306.28598947
390,2383.59784473
391,2028.16146269
392,1611.20605456
393,1863.57944238
394,195.063034068
395,2270.08850179
396,2428.03299029
397,2048.65857244
398,1633.62557312
399,1820.15467468
400,168.786786784
401,64.7505135519
402,2273.35819717
403,2378.24425892
404,2020.82605372
405,1617.91665794
406,1845.60106564
407,384.895740978
408,265.536928835
409,659.439829666
410,2392.67674756
411,2024.58827181
412,1613.171252
413,1876.11567246
414,184.122421669
415,2289.0837212
416,2438.06848285
417,2058.2314001
418,1616.51641619
419,1876.48629178
420,189.031760845
421,62.9294539708
422,2315.18538162
423,2384.13246466
424,2061.42234266
425,1619.86158038
426,1855.18295128
427,194.5392261
428,2291.47115464
429,2378.19345614
430,2073.99174833
431,-126.048987351
432,30.3630345207
433,1887.46034107
434,2329.77310128
435,2381.95567423
436,2050.74844915
437,1629.35680693
438,1885.77628924
439,198.711897899
440,2324.97115756
441,2404.87339382
442,2072.92326416
443,1627.8859985
444,1889.03821455
445,201.93861025
446,65.5985458473
447,2328.23308287
448,2412.6382559
449,2076.13482719
450,1635.89619769
451,1896.07697314
452,202.449192453
453,2309.15470632
454,2403.79595398
455,2051.55489659
456,1634.10982746
457,1904.45188557
458,211.315734536
459,107.15948474
460,2397.59875979
461,2071.69749013
462,1659.11470765
463,1853.70769155
464,212.092027909
465,139.48553488
466,2338.01885881
467,2422.3215346
468,2093.15551963
469,1630.28776607
470,1905.91356931
471,205.019304274
472,2317.80668122
473,2420.94885299
474,2089.6490851
475,1654.8249765
476,1909.25873349
477,211.531746886
478,2321.56889931
479,2428.77181765
480,2081.76339519
481,1637.81220223
482,1863.77359662
483,239.736229821
484,2340.70181208
485,2427.37903665
486,2091.21677705
487,1653.31322224
488,1920.9212117
489,225.170809423
490,2346.25003982
491,2430.59412849
492,2105.93136715
493,1656.65838643
494,1917.59792566
495,221.170409589
496,2354.32848537
497,2426.15368715
498,2088.28867615
499,1649.09885649
500,1926.17471781
501,221.488630405
502,2357.84295167
503,2441.67866706
504,2095.18460194
505,1652.86107457
506,1877.19480337
507,238.158148034
508,2355.89531532
509,2488.24594565
510,2094.87640661
511,1692.34022874
512,1921.04022201
513,228.076360858
514,2371.79520222
515,2433.17789533
516,2092.69570971
517,1666.37695097
518,1903.09237951
519,241.519286314
520,2347.90442589
521,2494.93627402
522,2105.250507
523,1669.60366333
524,1936.02004699
525,248.224053095
526,2380.10262659
527,2498.28143821
528,2119.75556278
529,1713.19205586
530,1944.98580823
531,245.391709641
532,121.010276296
533,2373.81276108
534,2458.55405209
535,2099.83263348
536,1671.67216499
537,1947.27213351
538,268.454712805
539,2364.08571698
540,2461.84791732
541,2126.44589115
542,1719.57394097
543,1897.32661349
544,150.867491821
545,2449.67559974
546,2108.82927147
547,1722.76488352
548,1944.24725116
549,274.836597913
550,2391.55839358
551,2467.49236587
552,2137.87098598
553,1725.95582608
554,1904.03721686
555,257.583544958
556,2379.4223603
557,2478.05115542
558,2136.48138371
559,1688.96393743
560,1966.94742618
561,257.967215643
562,1959.42659421
563,2369.36766169
564,2473.94579057
565,110.897999215
566,467.320551901
567,542.315847905
568,4573.95713935
569,1695.41736214
570,1959.08017886
571,2099.91131459
572,166.177086791
573,2391.26132549
574,2468.48669016
575,2141.1959065
576,1719.79998341
577,1960.80057142
578,290.791310682
579,2399.99543974
580,2478.82050598
581,2153.84079539
582,1731.48333248
583,1920.8137253
584,273.181212785
585,2411.32158494
586,2474.06311539
587,2157.03475727
588,1710.18101342
589,1966.83423762
590,276.747316251
591,2406.51929036
592,2488.05892991
593,2160.22871915
594,1738.00718311
595,1971.84394907
596,278.038200764
597,2395.99514252
598,2493.30606468
599,2144.284385
600,1713.52649438
601,1983.504651
602,291.842975029
603,182.559985728
604,2381.25814466
605,2541.76857264
606,2152.22473062
607,1728.64161361
608,1977.11019798
609,270.86025952
610,2396.12897518
611,2499.75948939
612,2150.87211545
613,1738.9637547
614,1980.37212329
615,298.062762816
616,2430.4321519
617,2480.56326618
618,2161.94879739
619,1751.05488435
620,1984.60771929
621,313.127908559
622,2391.06723079
623,2493.22688668
624,2165.16388922
625,1724.4577733
626,1986.89597392
627,295.911087544
628,2411.94985529
629,2509.43962644
630,2179.39249044
631,1767.43807928
632,2008.94351566
633,301.966693144
634,2437.67250675
635,2499.61481044
636,2173.10533204
637,1770.62902183
638,1999.57816654
639,322.70073622
640,230.467609283
641,2424.59633322
642,2517.84362616
643,2180.51643718
644,-87.0795586703
645,4876.70637796
646,5651.78937584
647,5583.293265
648,2178.02425655
649,1737.3646227
650,1957.72204386
651,308.686935072
652,2424.7136255
653,2517.40160798
654,2159.45484408
655,1743.17128142
656,1976.5535028
657,311.489842632
658,212.460589016
659,2450.84796765
660,2512.39065797
661,2178.83921325
662,1758.8393288
663,2021.60398735
664,318.100254901
665,202.999462383
666,2437.50318262
667,2523.83179165
668,2180.51690249
669,1753.60523131
670,2016.30398747
671,303.479512642
672,2460.62986708
673,2541.80188748
674,2183.81076772
675,1758.20318092
676,2012.00821054
677,321.525335192
678,2437.47739572
679,2521.97254362
680,2187.10463294
681,1770.11296935
682,2022.99431584
683,335.461896962
684,2024.66510045
685,2449.48431416
686,2536.98780959
687,376.655697255
688,3722.98082661
689,3218.9588058
690,3551.77682707
691,2177.1187369
692,2461.97202067
693,2543.73105183
694,2201.41252175
695,1773.25205325
696,2040.89453835
697,350.733815991
698,2473.90502424
699,2558.57839591
700,2205.90955762
701,1786.87318293
702,2044.10963018
703,333.480048099
704,2468.49587129
705,2537.80814744
706,2208.93695792
707,1808.92033248
708,2042.79422507
709,326.312989827
710,2465.20843765
711,2549.55252632
712,2214.58758524
713,1812.11127503
714,2034.595197
715,343.913233117
716,2466.54359378
717,2544.33027679
718,2227.30191868
719,1806.50761466
720,2046.41046515
721,358.949008772
722,605.873767609
723,2547.61723357
724,2230.14598094
725,1809.76953997
726,2042.04468526
727,362.30431046
728,279.513039958
729,2490.37435037
730,2612.01702056
731,2233.49114513
732,1795.82536176
733,2004.69626748
734,339.360691075
735,2484.80549785
736,2553.91216244
737,2226.25063405
738,1792.84157585
739,2008.05156917
740,356.77360045
741,2496.96208082
742,2573.82879651
743,2235.96916749
744,1805.81355242
745,160.199320164
746,2491.32934848
747,2568.84307732
748,2243.27172809
749,1799.3809666
750,2014.76217254
751,365.01246962
752,2485.90386789
753,2588.7761111
754,2215.03966551
755,1826.07916653
756,2055.09773252
757,352.408392324
758,2466.27022449
759,2579.39283865
760,2245.75494342
761,1798.67215738
762,2061.19034058
763,389.71052985
764,2501.11512441
765,2595.48671447
766,2228.21762847
767,1809.19005274
768,2095.47453159
769,375.04796218
770,2497.35935599
771,2635.43316987
772,2250.32135684
773,1825.20072552
774,2099.23674967
775,379.407789578
776,2509.6798035
777,2590.10743522
778,2259.2415375
779,1825.92310643
780,2070.08903287
781,382.63450193
782,2503.78953965
783,2600.16432309
784,2246.39420702
785,1818.99913887
786,2073.31574522
787,596.265984332
788,2595.70246521
789,2256.23908292
790,1831.19971418
791,2038.24928435
792,382.888026494
793,2514.34708389
794,2648.81382661
795,2259.26078099
796,1836.0112676
797,2089.89759958
798,375.241869509
799,2520.68667628
800,2579.48248535
801,2262.9496863
802,1821.25914384
803,2095.49606869
804,392.139610616
805,2520.73500765
806,2592.23970503
807,2272.89466534
808,1844.73419685
809,2101.98128318
810,401.734359853
811,2541.15710757
812,2596.66266425
813,2247.73661929
814,1847.55845869
815,2091.2775839
816,418.429012834
817,2523.08009065
818,2662.19448336
819,2272.02455121
820,1852.25863302
821,2091.06438168
822,388.289570757
823,2517.25095956
824,2629.03973135
825,2269.4512636
826,1841.88700652
827,2058.38109447
828,404.505791536
829,2529.51027432
830,2613.85436298
831,2272.74512883
832,1845.1567019
833,2099.48165123
834,407.699753418
835,2531.07784081
836,2672.22997592
837,2293.70410049
838,1856.92044885
839,2115.25926005
840,415.189932421
841,299.452217381
842,2534.30455316
843,2620.28454665
844,2284.78832142
845,1863.5282681
846,2121.27183418
847,401.337272006
848,292.026030921
849,2543.09274083
850,2614.5974382
851,2287.97926398
852,293.135437137
853,2119.2609345
854,2533.20567233
855,2619.5505319
856,2290.55247072
857,1881.53189684
858,2123.34924145
859,436.120947578
860,2543.98469022
861,2634.84556895
862,2306.7546281
863,1853.52626736
864,2126.69440563
865,427.808474849
866,2566.13325057
867,2652.83537627
868,2292.50832019
869,1864.77487417
870,2118.62730655
871,396.642237893
872,2559.82978003
873,2646.30436999
874,2286.2984508
875,92.8938588322
876,-26.1614563468
877,96.787743271
878,4447.13327701
879,2088.57880966
880,2252.76029131
881,2558.44610082
882,2642.79018948
883,2316.73285138
884,1885.88600128
885,2143.77747701
886,452.897456014
887,314.613017381
888,2584.77602951
889,2639.16870417
890,2305.68378109
891,1907.83955164
892,2131.39107676
893,474.88701276
894,2556.69685614
895,2654.41712082
896,2323.12077514
897,1911.0304942
898,2134.58201932
899,448.641574289
900,2544.74291357
901,2662.77369612
902,2330.50090654
903,1895.46788692
904,2136.84011698
905,433.956525127
906,389.922461466
907,2594.84193457
908,2666.06756135
909,2315.56537677
910,1895.50155085
911,2185.7677656
912,466.318662762
913,2551.28230433
914,2664.20289676
915,2326.70041836
916,1912.45412236
917,2159.85293618
918,453.226355449
919,2577.73665182
920,2643.30133643
921,2330.05572004
922,1891.3952166
923,2120.2817875
924,460.075598363
925,2579.47852608
926,2690.45755711
927,2348.13902702
928,1909.82790472
929,2115.42122316
930,467.128267419
931,2592.44903315
932,2668.51092415
933,2313.13052686
934,1913.18320641
935,2156.51609015
936,461.940791925
937,2611.61844301
938,2652.87416409
939,2355.66346319
940,1901.27681228
941,2129.86367315
942,485.438806464
943,2567.63078122
944,2674.94110781
945,2338.77884822
946,1936.55803463
947,2163.03994077
948,456.790002312
949,413.338610773
950,2592.38537549
951,2699.50106678
952,2338.62243335
953,149.944844546
954,458.039743825
955,454.000169536
956,5827.24413512
957,5629.31526468
958,5871.5914076
959,1942.93991974
960,2132.19773159
961,463.313852936
962,2577.43986736
963,2665.63793431
964,2363.95254841
965,1940.24655246
966,2169.53707076
967,478.947090115
968,2580.70956274
969,2699.00621361
970,2332.74869913
971,1917.74613841
972,2173.34382811
973,501.393519233
974,2605.29222489
975,2672.01981941
976,2363.18425466
977,1936.67031822
978,2176.57054046
979,489.116009526
980,2609.88757015
981,2700.08407519
982,2367.83624149
983,1936.98939139
984,2152.22140632
985,2308.21302162
986,-224.391152728
987,3675.38179974
988,4048.6218078
989,4123.6171038
990,2364.56188527
991,1933.43847712
992,2200.89975593
993,482.885404809
994,2597.05803963
995,2698.02322098
996,2349.09717602
997,1936.70817249
998,2242.20103686
999,486.147330121
1000,2648.52676156
1001,2718.76940497
1002,2377.02994366
1003,1949.76523892
1004,2164.99725385
1005,546.369156354
1006,2656.40630878
1007,2704.56261173
1008,2383.8060509
1009,1947.68767068
1010,2249.72547303
1011,523.358791445
1012,2660.16852686
1013,2707.83230711
1014,2377.35995022
1015,1976.41182979
1016,2253.48769111
1017,553.893592522
1018,2635.71763541
1019,2722.91755238
1020,2362.17595753
1021,1947.39092545
1022,2217.72458918
1023,499.19503137
1024,2630.29046825
1025,2725.62935398
1026,2381.4426813
1027,1966.8680334
1028,2172.46135184
1029,514.642635546
1030,2723.16748531
1031,2396.58189843
1032,1979.3896562
